717.000, 0.052
718.000, 0.051
719.000, 0.049
720.000, 0.047
721.000, 0.046
722.000, 0.045
723.000, 0.044
724.000, 0.043
725.000, 0.041
726.000, 0.040
727.000, 0.039
728.000, 0.038
729.000, 0.037
730.000, 0.036
731.000, 0.035
732.000, 0.034
733.000, 0.033
734.000, 0.033
735.000, 0.031
736.000, 0.030
737.000, 0.030
738.000, 0.028
739.000, 0.027
740.000, 0.027
741.000, 0.025
742.000, 0.024
743.000, 0.024
744.000, 0.023
745.000, 0.022
746.000, 0.021
747.000, 0.021
748.000, 0.020
749.000, 0.019
750.000, 0.019
751.000, 0.018
752.000, 0.017
753.000, 0.017
754.000, 0.016
755.000, 0.015
756.000, 0.015
757.000, 0.015
758.000, 0.014
759.000, 0.013
760.000, 0.013
761.000, 0.012
762.000, 0.012
780.030, 0.007
