797, 0.950
798, 0.951
799, 0.953
800, 0.954
801, 0.956
802, 0.958
803, 0.958
804, 0.960
805, 0.961
806, 0.963
807, 0.963
808, 0.964
809, 0.965
810, 0.967
811, 0.967
812, 0.969
813, 0.971
814, 0.971
815, 0.973
816, 0.975
817, 0.976
818, 0.977
819, 0.979
820, 0.980
821, 0.981
822, 0.982
823, 0.984
824, 0.985
825, 0.986
826, 0.987
827, 0.988
828, 0.988
829, 0.988
830, 0.989
831, 0.989
832, 0.990
833, 0.990
834, 0.991
835, 0.991
836, 0.992
837, 0.993
838, 0.993
839, 0.993
840, 0.994
841, 0.995
842, 0.995
843, 0.996
844, 0.997
845, 0.997
846, 0.997
847, 0.998
848, 0.998
849, 0.998
850, 0.998
851, 0.998
852, 0.998
853, 0.998
854, 0.998
855, 0.997
856, 0.997
857, 0.997
858, 0.996
859, 0.996
860, 0.995
861, 0.994
862, 0.993
863, 0.993
864, 0.993
865, 0.992
866, 0.992
867, 0.991
868, 0.990
869, 0.990
870, 0.990
871, 0.989
872, 0.989
873, 0.989
874, 0.988
875, 0.986
876, 0.985
877, 0.985
878, 0.983
879, 0.980
880, 0.978
881, 0.976
882, 0.975
883, 0.973
884, 0.971
885, 0.968
886, 0.967
887, 0.965
888, 0.963
889, 0.960
890, 0.958
891, 0.958
892, 0.957
893, 0.955
894, 0.953
895, 0.950
896, 0.949
897, 0.947
898, 0.945
899, 0.942
900, 0.940
901, 0.937
902, 0.935
903, 0.932
904, 0.928
905, 0.924
906, 0.920
907, 0.917
908, 0.914
909, 0.910
910, 0.906
911, 0.903
912, 0.899
913, 0.899
914, 0.896
915, 0.892
916, 0.889
917, 0.886
918, 0.882
919, 0.878
920, 0.875
921, 0.871
922, 0.868
923, 0.865
924, 0.861
925, 0.856
926, 0.852
927, 0.848
928, 0.843
929, 0.838
930, 0.832
931, 0.827
932, 0.822
933, 0.818
934, 0.813
935, 0.813
936, 0.808
937, 0.803
938, 0.797
939, 0.791
940, 0.787
941, 0.782
942, 0.777
943, 0.772
944, 0.767
945, 0.762
946, 0.757
947, 0.752
948, 0.747
949, 0.741
950, 0.735
951, 0.730
952, 0.725
953, 0.718
954, 0.712
955, 0.707
956, 0.700
957, 0.695
958, 0.695
959, 0.688
960, 0.682
961, 0.676
962, 0.670
963, 0.664
964, 0.658
965, 0.651
966, 0.646
967, 0.640
968, 0.633
969, 0.628
970, 0.624
971, 0.617
972, 0.611
973, 0.605
974, 0.598
975, 0.593
976, 0.587
977, 0.581
978, 0.574
979, 0.568
980, 0.561
981, 0.558
982, 0.554
983, 0.548
984, 0.541
985, 0.536
986, 0.528
987, 0.522
988, 0.515
989, 0.509
990, 0.503
991, 0.497
992, 0.491
993, 0.484
994, 0.478
995, 0.471
996, 0.464
997, 0.458
998, 0.452
999, 0.445
1.00e+3, 0.440
